property,network,result,lower_bound,upper_bound,time,steps
3,2-4,unsat,1.0,1.0,0.001739727,2
3,2-5,unsat,1.0,1.0,0.006965632,6
3,2-6,unsat,1.0,1.0,0.003379439,3
3,2-7,unsat,1.0,1.0,0.005615308,6
3,2-8,unsat,1.0,1.0,0.00689391,8
3,2-9,unsat,1.0,Inf,0.000175367,1
3,3-1,unsat,1.0,1.0,0.059732018,22
3,3-2,unsat,1.0,1.0,2.443516259,2047
3,3-3,unsat,1.0,1.0,0.632225597,483
3,3-4,unsat,1.0,1.0,0.020121381,12
3,3-5,unsat,1.0,1.0,0.004084247,4
3,3-6,unsat,1.0,1.0,0.014337959,12
3,3-7,unsat,1.0,1.0,0.001670135,2
3,3-8,unsat,1.0,1.0,0.010442591,8
3,3-9,unsat,1.0,1.0,0.00952105,9
3,4-1,unsat,1.0,1.0,0.760222756,588
3,4-2,unsat,1.0,1.0,2.242878958,1626
3,4-3,unsat,1.0,1.0,0.772065009,462
3,4-4,unsat,1.0,1.0,0.005202586,4
3,4-5,unsat,1.0,1.0,0.003735435,4
3,4-6,unsat,1.0,1.0,0.037557914,24
3,4-7,unsat,1.0,1.0,0.009800351,10
3,4-8,unsat,1.0,1.0,0.004552804,5
3,4-9,unsat,1.0,1.0,0.011244128,9
3,5-1,unsat,1.0,1.0,0.703933645,512
3,5-2,unsat,1.0,1.0,0.199333748,91
3,5-3,unsat,1.0,1.0,0.021280171,17
3,5-4,unsat,1.0,1.0,0.005740541,4
3,5-5,unsat,1.0,1.0,0.012135145,9
3,5-6,unsat,1.0,1.0,0.011901975,10
3,5-7,unsat,1.0,Inf,0.000170723,1
3,5-8,unsat,1.0,1.0,0.016440463,17
3,5-9,unsat,1.0,1.0,0.007454069,10
4,1-1,unsat,1.0,1.0,0.651805116,297
4,1-2,unsat,1.0,1.0,0.477457669,256
4,1-3,unsat,1.0,1.0,7.512647375,6381
4,1-4,unsat,1.0,1.0,0.020918824,8
4,1-5,unsat,1.0,1.0,0.257763439,188
4,1-6,unsat,1.0,1.0,0.023238728,12
4,1-7,sat,0.0,0.0,0.001171681,1
4,1-8,sat,0.0,0.0,0.001179666,1
4,1-9,sat,0.0,0.0,0.001010449,1
4,2-1,unsat,1.0,1.0,0.028554115,15
4,2-2,unsat,1.0,1.0,0.047638846,12
4,2-3,unsat,1.0,1.0,0.006779943,3
4,2-4,unsat,1.0,1.0,0.004597195,3
4,2-5,unsat,1.0,1.0,0.019968639,18
4,2-6,unsat,1.0,1.0,0.010279568,8
4,2-7,unsat,1.0,1.0,0.006496528,6
4,2-8,unsat,1.0,1.0,0.019372721,16
4,2-9,unsat,1.0,1.0,0.001403886,2
4,3-1,unsat,1.0,1.0,0.014700397,8
