1_1	1	holds	3.134398655995028
1_2	1	holds	3.7673070519958856
1_3	1	holds	5.952138263994129
1_4	1	holds	6.392599287995836
1_5	1	holds	3.9609530579909915
1_6	1	holds	9.09705144399777
1_7	1	holds	3.5388911059999373
1_8	1	holds	5.1853940339933615
1_9	1	holds	3.345665133005241
2_1	1	holds	9.070387664993177
2_2	1	holds	22.815169544002856
2_3	1	holds	10.852081949997228
2_4	1	holds	5.138751267993939
2_5	1	holds	25.38619077000476
2_6	1	holds	17.06821033199958
2_7	1	holds	37.50541988600162
2_8	1	holds	35.50458358699689
2_9	1	holds	45.37706579900987
3_1	1	holds	11.74676493401057
3_2	1	holds	6.401178838001215
3_3	1	holds	9.944986392991268
3_4	1	holds	6.374739767998108
3_5	1	holds	17.804721392996726
3_6	1	holds	44.56467251200229
3_7	1	holds	39.79018785699736
3_8	1	holds	31.78411601400876
3_9	1	holds	25.703204924007878
4_1	1	holds	22.343052292999346
4_2	1	holds	14.657866362002096
4_3	1	holds	9.371101869997801
4_4	1	holds	6.672733580999193
4_5	1	holds	19.57949925099092
4_6	1	holds	64.52357905398821
4_7	1	holds	42.09666130700498
4_8	1	holds	28.41293431899976
4_9	1	holds	87.74724478799908
5_1	1	holds	5.979338421006105
5_2	1	holds	8.617212597993785
5_3	1	holds	4.730996433994733
5_4	1	holds	5.274268804001622
5_5	1	holds	11.65548412600765
5_6	1	holds	27.15076409399626
5_7	1	holds	23.059353175005526
5_8	1	holds	28.630778457009
5_9	1	holds	39.475856637000106
1_1	2	holds	5.98073732398916
1_2	2	violated	1.9612606690061511
1_3	2	violated	6.355003648990532
1_4	2	violated	2.5372572189953644
1_5	2	violated	1.945713296008762
1_6	2	violated	6.132475045000319
1_7	2	holds	13.621811059987522
1_8	2	holds	24.853804591999506
1_9	2	holds	19.51942663799855
2_1	2	violated	1.3126177720114356
2_2	2	violated	0.9007356240035733
2_3	2	violated	0.8729213619953953
2_4	2	violated	0.9184801730007166
2_5	2	violated	0.8490919479954755
2_6	2	violated	0.8837089500011643
2_7	2	violated	0.8603621049987851
2_8	2	violated	0.8877458100032527
2_9	2	violated	41.18627217000176
3_1	2	violated	0.8556474350043572
3_2	2	violated	13.442596015986055
3_3	2	timeout	180.83063173900882
3_4	2	violated	0.8815761409932747
3_5	2	violated	0.866801502997987
3_6	2	violated	1.1399170389922801
3_7	2	violated	4.6481639230041765
3_8	2	violated	1.0032977989903884
3_9	2	violated	0.8611710389959626
4_1	2	violated	0.9392979250114877
4_2	2	holds	166.7608583590045
4_3	2	violated	0.8570831100078067
4_4	2	violated	1.049893269999302
4_5	2	violated	0.8545376569963992
4_6	2	violated	0.8431004540034337
4_7	2	violated	0.8919109650014434
4_8	2	violated	0.8757291929941857
4_9	2	violated	112.70198636200803
5_1	2	violated	0.9007290430017747
5_2	2	violated	0.8675943050038768
5_3	2	violated	4.323061407005298
5_4	2	violated	0.8580461149977054
5_5	2	violated	0.8643351089995122
5_6	2	violated	0.8686768110055709
5_7	2	violated	0.8858220140100457
5_8	2	violated	0.8764494759961963
5_9	2	violated	0.8767172770021716
1_1	3	holds	9.15960516501218
1_2	3	holds	8.305488287995104
1_3	3	holds	2.9201472170097986
1_4	3	holds	1.1731718270020792
1_5	3	holds	1.1968019649939379
1_6	3	holds	0.9012035829946399
1_7	3	violated	0.8441352969966829
1_8	3	violated	0.8427391719887964
1_9	3	violated	0.8533776440017391
2_1	3	holds	3.341226161996019
2_2	3	holds	1.7697579759988002
2_3	3	holds	2.780977210990386
2_4	3	holds	0.8409355650073849
2_5	3	holds	0.9787746719957795
2_6	3	holds	0.8751669259945629
2_7	3	holds	0.9311690269969404
2_8	3	holds	0.891830114996992
2_9	3	holds	0.8230458779871697
3_1	3	holds	1.048493665002752
3_2	3	holds	3.481673165995744
3_3	3	holds	1.5599359479965642
3_4	3	holds	1.043936282992945
3_5	3	holds	0.9647426899900893
3_6	3	holds	1.079194000994903
3_7	3	holds	0.8836121169879334
3_8	3	holds	1.031046713993419
3_9	3	holds	1.0118820880015846
4_1	3	holds	1.3227790719975019
4_2	3	holds	3.7388423849915853
4_3	3	holds	4.41688523600169
4_4	3	holds	0.9249910360085778
4_5	3	holds	0.8754441759956535
4_6	3	holds	1.0734813020098954
4_7	3	holds	0.9247041850030655
4_8	3	holds	0.9912493479932891
4_9	3	holds	1.165003449001233
5_1	3	holds	2.5821851860091556
5_2	3	holds	1.3575377730012406
5_3	3	holds	1.2680029540060787
5_4	3	holds	0.928693089997978
5_5	3	holds	0.9606761430040933
5_6	3	holds	1.0993210930028
5_7	3	holds	0.8338998249964789
5_8	3	holds	1.142091267000069
5_9	3	holds	0.8434819999965839
1_1	4	holds	3.4139631319994805
1_2	4	holds	2.729490961006377
1_3	4	holds	2.22190348499862
1_4	4	holds	1.025303175993031
1_5	4	holds	1.333207739997306
1_6	4	holds	1.5239315979997627
1_7	4	violated	0.8732229220040608
1_8	4	violated	0.9031547589984257
1_9	4	violated	0.8419077020080294
2_1	4	holds	1.4034006190049695
2_2	4	holds	1.4726352639991092
2_3	4	holds	1.056632179999724
2_4	4	holds	0.9273264119983651
2_5	4	holds	1.112260623005568
2_6	4	holds	1.075972949998686
2_7	4	holds	0.9466951379872626
2_8	4	holds	1.1123724399949424
2_9	4	holds	0.8136142219882458
3_1	4	holds	1.0585175549931591
3_2	4	holds	1.251681904992438
3_3	4	holds	0.9038673089962685
3_4	4	holds	0.9970876520092133
3_5	4	holds	1.1325862199882977
3_6	4	holds	0.9495065149967559
