property,network,result,lower_bound,upper_bound,time,steps
1,1-1,UNSAT,-4.009348891459016,-0.004710756469957111,0.073894714,45
1,1-2,UNSAT,-4.010377180778043,-0.026503099328216706,0.123877793,64
1,1-3,UNSAT,-4.008232544382781,-0.0682947252853856,0.257150662,164
1,1-4,UNSAT,-4.008561449731091,-0.04828000555267131,0.137879737,98
1,1-5,UNSAT,-4.007901345736838,-0.07720307889701505,0.093310606,40
1,1-6,UNSAT,-4.00904961725883,-0.0073100711497664506,0.077974932,57
1,1-7,UNSAT,-4.010007756161324,-0.24482140365474248,0.052488398,38
1,1-8,UNSAT,-4.010104217511666,-0.6655350894458101,0.062433152,25
1,1-9,UNSAT,-4.010296282755596,-0.25931314027304553,0.032646651,22
1,2-1,UNSAT,-3.9469271168483475,-0.08260665572280157,0.163931007,123
1,2-2,UNSAT,-3.936723790738344,-0.013059149876120557,0.383185131,245
1,2-3,UNSAT,-3.9510831276356484,-0.014978107062295187,0.252812613,167
1,2-4,UNSAT,-3.9660063660620777,-0.04040861216373193,0.132541753,79
1,2-5,UNSAT,-3.922553087663818,-0.00015218224088453525,0.518749582,351
1,2-6,UNSAT,-3.9611187513621156,-0.014789400912007977,0.512928412,347
1,2-7,UNSAT,-3.9494820482913333,-0.021286841348547192,1.048081324,690
1,2-8,UNSAT,-3.9197601017664976,-0.061768507296824815,1.268355784,854
1,2-9,UNSAT,-3.966115701401767,-0.028942559572534776,1.172597329,768
1,3-1,UNSAT,-3.934498811535292,-0.01943996119834157,0.300148638,209
1,3-2,UNSAT,-3.9581739582511504,-0.17684518716717523,0.201558292,130
1,3-3,UNSAT,-3.966917962150912,-0.013098646257918567,0.237009747,156
1,3-4,UNSAT,-3.936534284113418,-0.10350667053937279,0.169614063,107
1,3-5,UNSAT,-3.9491666004018304,-0.09379936866126126,0.292983615,194
1,3-6,UNSAT,-3.9647506659318728,-0.007945613708674415,1.704383843,1149
1,3-7,UNSAT,-3.9583864466407865,-0.002432898080780177,1.112818578,737
1,3-8,UNSAT,-3.965657964287171,-4.5027463169589055e-5,0.731013865,483
1,3-9,UNSAT,-3.901304193523654,-0.01364953666637625,1.464881327,975
1,4-1,UNSAT,-3.962743179659852,-0.00857010599695851,0.59368218,409
1,4-2,UNSAT,-3.9566209372849177,-0.030492711012172435,0.251095799,164
1,4-3,UNSAT,-3.9514910068784714,-0.024834293430949117,0.208418768,128
1,4-4,UNSAT,-3.943414055574234,-0.10589909311228807,0.172727526,107
1,4-5,UNSAT,-3.9398450209848814,-0.0197701599115927,0.645536992,444
1,4-6,UNSAT,-3.930232944996142,-0.00018845371975473313,1.851029888,1215
1,4-7,UNSAT,-3.962744742676909,-0.0032954153498714334,1.613583827,1088
1,4-8,UNSAT,-3.9181161585512587,-0.01341797786355059,1.326838141,683
1,4-9,UNSAT,-3.96922507939035,-0.028024727593949805,1.823519389,1200
1,5-1,UNSAT,-3.9547792892675426,-0.02612821479738603,0.196233238,124
1,5-2,UNSAT,-3.963976010907357,-0.03579249407934881,0.168854418,108
1,5-3,UNSAT,-3.968214471382103,-0.2908442610888533,0.129735218,83
1,5-4,UNSAT,-3.949807899600588,-0.05974737529143681,0.157830552,104
1,5-5,UNSAT,-3.948896783697994,-0.020580762682754106,0.353668449,231
